text,sentiment
እግዞ መሀረነ ክርሥቶሥ አምላኬ ኸዝብኸን ጠብቅ እንደ ዘንድሮ ተጨንቄ አላቅም,Positive
ድል የኢትዮጵያ ህዝብ ሞት የወያኔ ይሁን አሜን,Negative
አረ እግዚአብህረ አሀገራችን ይጠብቃት እናንተ ውሸታም ናችሁ ኢሳቶች ወሬ ብቻ,Negative
አረ እግዚአብህረ አሀገራችን ይጠብቃት እናንተ ውሸታም ናችሁ ኢሳቶች ወሬ ብቻ,Negative
ሞት ለወያኔ ድል ለኢትዮጵያ ህዝብ,Negative
ድል ለኢትዮጵያ ህዝብ ሞት ለወያኔ,Negative
የኢትዮ ጅቡቲ የባቡር መስመር በኤሌክትሪክ የሙከራ አገልግሎት ጀመረ,Neutral
ህዝብ እየጠላክ በግድ ልግዛክ እንዴት ሊሆን ይችላል ወያኔ 25 አመት ሰለቸን ስልችት አለን,Negative
በሰቆጣ ከተማ በPositiveNeutral ሚሊየን ዶላር የሴራሚክ ፋብሪካ ሊገነባ ነው,Neutral
ድራማ መስረት ለወያኔ አዲስ አይደለም በሀውዜን ህዝብ ላይ የሰሩት ትልቅ ድራማ ከብዙዎቹ አንዱ ሲሆን የሀዉዜን ህዝብ የሚረሳው አይደለም,Negative
የኢትዮጵያ አየር መንገድ ከመጪው ጥቅምት ጀምሮ ወደ ናምቢያ ርዕሰ መዲና ዊንድሆክ አዲስ በረራ ሊጀምር ነው,Neutral
ጠላታቸው ህወሃቶች ና ትግሬዎች ናቸው ብለዋል,Negative
አጥፍቶ ለመጥፋት የመጨረሻውን መሰናዶ  የትግሬ ወያኔ በጎንደር እና በደብረ ማርቆስ ወገኖቻችን ገደላቸው,Negative
አሁን ላይ በርካታ ቦታዎች ላይ ገመድ አልባ የኢንተርኔት አገልግሎት ወይም የዋይ ፋይ አገልግሎት ማግኘት የተለመደ እየሆነ መጥቷል,Neutral
የሰማዕታት ደም ይጮሃል የሚል ርዕስ ያለውና የ23 የንግድ ድርጅቶችን ስም ዝርዝር የያዘ በራሪ ወረቀት በባህርዳር ከተማ እየተበተነ ነው,Neutral
ሂምራዊ ኢንቨስትመንትና ትሬዲንግ የተሰኘ ኩባንያ በሰቆጣ ከተማ በPositiveNeutral ሚሊየን ዶላር የሴራሚክ ፋብሪካ ሊገነባ ነው,Neutral
በማስፋፊያ ግንባታ ምክንያት ለአንድ አመት ያክል ተዘግቶ የቆየው የአዲስ አበባ ሙዚየም መስከረም ወር ላይ ለጎብኝዎች ክፍት ሊሆን ነው,Neutral
በጎጃም ቡሬ ከፍተኛ የሆነ ሕዝባዊ አመጽ ዛሬ ተነሳ የትግራይ ነጻ አውጪ መንግስት ወታደሮች በቡሬ እስካሁን የተረጋገጠ አንድ ሰው መግደላቸውና ማቁሰላቸውን ተከትሎ የሕዝቡ ቁጣ መገንፈሉ ተሰምቷል,Neutral
ጎጃም ጀግናው የዱርቤቴ ሕዝብ ትግሉን በመቀላቀል ወያኔን በቃኸኝ ብሎታል ለ3 ቀን የስራ ማቆም አድማ ደብረታቦር ወረታ እና አዲሥ ዘመን,Neutral
ወያኔ አንድ ትውልድ አበላሽቷል ይወገድ,Negative
ወያኔ ካልጠፋ ሰላም የለም,Negative
ወያኔ ስረአት መጥፋት አለበት,Neutral
ወያኔን ማስወገድ ግድ ነዉ እስከመቼ ሰቆቃ,Negative
እኔ የናፈቀኝ ወያኔ አገር ለቆ ወጣ የሚለውን ዜና የምሰማው,Negative
ወያኔ አዳማጭ የለውም ከነድቃሎቹ በሰይፍ ነበር ማረድ,Negative
ጃፓንና አፍሪካ በኃይል፣ በመሰረተ ልማትና በግብርና ንግድ ዘርፍ በጋራ መሥራት የሚያስችላቸውን 73 የመግባቢያ ሰነድ ስምምነቶችን በናይሮቢ ተተፈራረሙ,Neutral
ወያኔ ከኢትዮጵያ ምድረ ገፅ ባስቸኳይ መወገድ አለበት,Negative
ኢትዮጵያውያን እግዚአብሄር ሰላም ይስጥሽ እግዝዮ አማን,Positive
ህውሃቶች በመላው አማራ ህዝብ ላይ በአማራው ዋና ከተማ ላይ ጦርነት አውጇል እናም የአማራ ህዝብ,Negative
በምዕራብ ሐረርጌ በሶማሌ ክልል አዋሳኝ ወረደ “ጭናክሰን” ውስጥ አዲስ ጥቃት እንደተከፈተባቸው ነዋሪዎች ለአሜሪካ ድምፅ ገለፁ።,Neutral
ትላንት በሞያሌ በተከሰተው የፀጥታ ችግር Positive3 ሰዎች መሞታቸውንና በርካቶች ደግሞ መቁሰላቸውን የኦሮሚያ ክልል አስታወቀ።,Negative
አንድ የማዕከላዊ አፍሪካ ሪፖብሊክ ከፍተኛ የእግር ኳስ ባለሥልጣን የጦር ወንጀል ክስ ቀርቦበት ፈረንሳይ ውስጥ ተይዞ ታሥሯል።,Neutral
የኤርትራው ፕሬዚዳንት ኢሳይያስ አፈወርቂ ዛሬ ሶማልያን ጎብኝተዋል,Neutral
የእንግሊዟ ጠቅላይ ሚኒስትር ቴሬሣ ሜይ የራሣቸው ወግ አጥባቂ ተቺዎች ከሥልጣን ለማውረድ ካደረጉባቸው ሙከራ ተርፈዋል።,Neutral
ቻይና ከሣምንት በፊት አንድ ካናዳዊ የቻይና ቴክኖሎጂ ከፍተኛ አመራር ማሠሯን ተከትሎ ሌላ ሁለተኛ የካናዳ ዜግነት ያላቸው ሰው በቁጥጥር ሥር አውላለች።,Neutral
“ተራ ደርሶኝ ስታከም በተኛሁበት ሁሉ መብራት ይጠፋል”,Neutral
እረፍትእልባው፣መሬ፣ስራውን፣በጠዋት፣የሚገባ፣ጀግና,Positive
ታድያ ምነው አንባሳደሮቹ ተሰብስበው መጡ ክክክ እረፍት አልባው መሪያችን እድሜ ጤና ብርታት ይስጥልኝ,Positive
የኔ ከርታታ ዛሬ ደሞ ውበቱን ደፍቶብካል በእድሜና በጤና ያቆይልን ከጠላት ሴራ ይሰውርልን ሺ አመት ንገስ የኛ ውድ መሪ,Positive
አላህ እድሜህን ያርዝምልን,Positive
አላህ ከተንኮለኛ እና ከቀን ጅቦች ይሰውርህ,Positive
ምክንያታዊ እንጂ አፀያፊ አስተያየት እዚህ ፅሁፍ ላይ ተቀባይነት የለውም! ሸር በማድረግ ለሁሉም አካፍሉ,Positive
እኛም ከጎንህ ነን ዶክተር አብይ በርታልን እግዚአብሔር ካንተ ጋር ይሁን👏👏👏👏👏 ጠላቶችህ እንደ መንገድ ጭቃ የተረገጡ ይሁን ,Positive
አብያችን መልካም ሰው መቼም እረፍት የለህ። እግዚያብሄር ብርታቱን ይስጥህ።,Positive
ግን ከምንም በላይ አብያችን እረፍት ማድረግ አለበት።በአቅራቢያው ያላችሁ ሰዎች እረፍት እንዲያደርግ አድርጉት።,Positive
ጀግና ይወለዳል በጅማ በባሌ የ27 አመት ወንጀለኛ ተቀባይ እንደ ምነሽ መቀሌ,Neutral
የህዝቡን ችግር ታች ወርዶ ማዳመጥ ማለት ይሄ ነው!! ግን በተቻለ መጠን ሁሉም አርሶ አደር የተሻሻለ ቴክኖሎጂ የሚጠቀሙበት መንገድ ቢመቻች,Positive
የራስህ የሆነ ፕላንና ስትራተጂ ኣውጣና ኣስመርቅ ኢንጂ ሌላ ኣማራር የቀረስተው ማስመረቅ ምን ፋይዳ ኣለው የለውጥ ሃወርያ ከሆንክ የራስህ ለለውጥ የሚሆን ሰርተህ ኣስመርቅ ኣንድ ፕላን ኣላየንም።,Neutral
ዶ/ር አብይ የደቡብ ኢትዮጵያ ህዝብ ትንሽ የተዘነጋ እየመሰለን ነው። እባኮትን የፌዴራል መንግሥት ጣልቃ ይግባልን። ያለበለዚያ ውጤቱ ጥሩ ላይሆን ነው።,Neutral
ወይ ፍቅር ፈረንጁንም አቃፊ አደረከው አንተ የፍቅር ሰው!! እረ አባቴ ትንሽ እረፍት ያስፈልግሃል እኮ ታስፈልገናለህ! ምን ልበል ፈጣሪ ጉልበት ሀይል ይሁን አሜን,Positive
ለምለም አገር ቢጎበኝም ያኮራል አሁን መቀሌ ቢሄድ ቁልቋልና የሰረቁትን የጤፍ ዱቄት ካልሆነ ምን የሚታይ አለ ደረቆች,Negative
አባቴ ኧረ እሁድን እንኳን እረፍልን ገና እድሜ ልክህን ልትመራን አይደል እንዴ!!!!ንጉስ ሆይ ሺ አመት ንገስልን!!!!,Neutral
ምቀኞችህ የቆፈሩት ጉድጓድ ውስጥ ይግቡ!,Neutral
ለተጠራጠረቹ ሁላ አሁንም ደግሜ በዚያ ነብሴ በእጁ በሆነች ሃያሉ ጌታ እምልላችኸለው ላትጠል ከነሙሉ ክብራ፣ ለኛ በምታስፈልገን መጠን ላትጠልቅ ፍንተው ብላ ወታለች።,Neutral
ክብር ለሐያሉ ፈጣሪያችን ይገባው! አሚን!,Positive
እናንተ ሠዎች ዘንድሮ በደስታ ልትገሉን ተነስታችኃል በጣም ታምራላችሁ ከአይን ይጠብቃችሁ,Positive
አባኮ እንዴት አደርክ አይዞህ ውሾቹም ይጩኹ ስራህን ብቻ ስራ,Positive
የዚህን ሰው ራእይ እስኪ ልብ በሉለት በብሔር ብሔረሰቦች ቀን የቀጠናው ፍቅር አደመቀው ባለምጡቅ ራእይ መሪ!!!,Positive
ደስ ይላል በቀጠናው ለሚፈጠሩ ችግሮች ፈጣን መፍትሄን ቢያበጁ እንደ ዜጋ ምንኛ ደስ ባለኝ በመተማና በሌሎች ድንበሮች ማለቴ ነው።,Positive
ኢትዮጵያችን ፈተናዋ ቢበዛም አኛም የስልጣን ሸክሙን ብናበዛብህም አሻጋሪያችን አንተ ብቻ አንደሆንክ ከልቤ አምናለሁ።,Positive
ዘርን እና ብሄርን መሰረት ያደረገ ጥላቻ ለምትዘሩ እና የሰው ህይወት በከንቱ እንዲጠፋና ንጹሃን ዜጎች ከመኖሪያ ቦታቸው እንዲፈናቀሉ እያደረጋችሁ ላላችሁ ኢትዮጵያውያን የማንቂያ ደወል!,Neutral
ይሄንን ከፌዴራል ፖሊስ የወንጀል ምርመራ ቢሮ ማገኘት ይቻላል። እውነተኛ ጋዜጠኛ ካላ ማጣራት አለበት።,Neutral
ኢትዮጵያዊያን ግን አያጣሩም፣ አይጠይቁም። ምክንያቱም የፍቅርና የመደመር ህዝቦች ናቸው!!,Neutral
ቱልቱላ ኦነግ።የወጋ ቢረሳ የተወጋ አይረሳም,Negative
አስቂኝ የወያኔ/ህወሃት መፈክር የገነባናት አገር ካላከበረችን የምታከብረንን አገር ለመገንባት እንገደዳለን”,Negative
የኛ ጀግና በርታልን ጌታ አብሮህ ይሁን!,Positive
ብርቱ መሪ እግዚአብሔር ካንተ ጋር ይሁን ብለን,Positive
ግብረ ሰዶማዊ ስትሆን ወ/ሪት እና ወ/ሮ አትበለኝ አትበሉኝ እያልክ እንደ,Neutral
የብሄር ብሄረ-ሰዎች መብት እንዲረገጥ እያደረግ ብሄር ብሄረ-ሰዎች ማለት ጥሩ ቀልድ ነው።,Neutral
አቡቹዬ እነሱ ይሰሙሀል እነሱን ምከር አስተምር እንጅ ትላልቁማ ባንድ ጆሮው ሰምቶ ባንድ ጆሮው ያፈሰዋል,Negative
ጠ/ሚ፡ ዶ/ር፡ አብይ፡ አሕመድ፡ ሁሌም፡ ፍቅርክ: ይገዛኛል። የእናት፣ የአባቶቻችንን፣ የኢትዮጲያ አምላክ፣ ይጠብቅክ። ፍቅር፡ የሚያቅ፡ ፍቅርን፡ ይሰጣል።,Positive
መሪ ማለት እንዲህ ነው አቢያችን እንወድሃለን ስለ አንተና እንዳተ ያሉ ቅን ሐሳብና መልካም ራእይ ላላቸው አጋሮችህም ዘወትር እንጸልያለን የጠላቶችህን ውድቀትና ውርደት ዘወትር ያሳየን።,Positive
ግብር የሚያጭበረብር ሰው እንደ አራዳ መቆጠሩ ቀርቶ፣ አገሩንና መንግስቱን እንደሚጠላ ብቻ ሳይሆን ስለራሱና ስለልጆቹ የዛሬና የወደፊት ህልውና ምንም የማይጨነቅ ሞኝ ተደርጎ ሊቆጠር ይገባል,Positive
የሚኒስትሮች ምክር ቤት ታሕሳስ Positive3 2NeutralPositivePositive ባካሄደው መደበኛ ስብሰባ በተለያዩ አጀንዳዎች ላይ ተወያይቶ ውሳኔ አሳለፈ።,Neutral
አዲሱ ትውልድ በወጣቶች መስዋዕትነት የተገኘውን ነፃነት ለማስጠበቅ በአዲስ አስተሳሰብ በመደማመጥ እና በመወያየት መንቀሳቀስ ይገባዋል ተባለ፡፡,Positive
በኢሉአባቦር ዞን ቡሬ ወረዳ በህገወጥ መንገድ ሲዘዋወር የነበረ 43 ክላሽንኮቭ ጠብመንጃ መያዙን ፖሊስ አስታወቀ,Neutral
የዶክተር ዐብይ መንግሥት ይህ ሁሉ እልቂት፣ የሕዝብ መፈናቀል፣ አለመረጋጋት...ሲደርስ አንድ ጥይት ላለመተኮስ ትግዕስትን መርጦ ቆይቷል። ግን በስተመጨረሻ ነገሩ,Neutral
ኮሚሽነሩ ዛሬ በሰጡት መግለጫ፥ በምዕራብ ኦሮሚያ የተፈጠሩ ችግሮችን በውይይትና ጎበዝ  በሰከነ መንገድ በሰላማዊ ሁኔታ ለመፍታት ላለፉት ስድስት ነፃ ወራት ጥረት,Neutral
"ከሞታችን ይልቅ መሸነፋችንን ነው የምንፈራው"" ጃሎ በል እንፎክር ለዚች ባንዲራ",Neutral
የከተማዋን የትራንስፖርት ችግር ለመቅረፍ መልካም እና ይበል ብልህ! ደፋር! ምሁር የሚያስብል ፕሮጀክት ነው,Positive
አስከሬን መቁጠር ነዉ።በሐዘን እራሮት መትከን፣ ተራዉን ግፍ እየተፈፀመባቸው ጥማታሞች በሥጋት መጠበቅ ነዉ።,Negative
ህዝቡ በነቂስ ወጥቶ የተቀበለው ነፃነቱን ሊያሳየው እንጂ ነጻ አልወጣሁም ለማለት አልነበረም፡፡ በPositive9 ኛው ክፍለ ዘመን አስተሳሰብ ከነ አቶ ለማ ጋር መፎካከር አይቻልም፡፡,Neutral
ነ ግብረስዶም ከመቀሌ በርቀት ኮመንት ማድረግ የተከለከለ ነው ።ሌቦች,Negative
ወንድን ልጅ ግበረሰዶም የፈፀሙ ሴትን አስገድደው የደፈሩ የዘረፉ የሰረቁ ትግሬዎች በፍፁም እርቁ አይመለከትም,Neutral
አቤት የወያኔ ግፍ ቢዘረዘር ቢነር ያልቅ ይሆን?? ደግሞኮ አያፍሩም ትግሬን ለማበርከክ ነው ይላሉ :ትግሬ ለኢትዮጵያ ትልቅ ጠላታችን ነው።﻿,Negative
እስከዛሬ እኮ ኢትዮጺያን ሲመራት የነበረው ጋኔል ነው የነዚ ንፁሃን ላይ የደረሰው ግፍ እና ሰቆቃ ይፋረዳቸው  ወያኔ የመሃይም ስብስብ ነው ስል በምክንያት ነው #ወያኔ ሴጣንን በብዙ እጥፍ ይበልጠዋል ከምር﻿,Negative
ለማየት ያብቃን። አይዞአችሁ ወገኖቻችን ሁሉ ስቆቃ ከአይምሮአችሁ ጠፍቶ የምትጽናኑበትን ዘመን ያምጣላችሁ።,Neutral
እዉነት በጣም አለቀስኩ በጣም ያማል አየ የሠዉ ልጂ መከራ መብዛቱ,Neutral
ግፍ በኢትዮጽያ እንደፈፀሙ ቅጣታቸውን ይስጣቸው  እርኩሦች እኔ አይኔን አመመኝ በእንባ ከዚ በላይ በደል አለ﻿,Negative
ወንድሞቼ ወገኖቼ እኔን አመመኝ አስለቀሰኝ ወይኔ ኢትዮጵያዬ ልጆችሽ በገዛ ወገናቸው እስከዚህ የሚደርስ በደል ጭካኔ,Neutral
ትግሬዎች ተዘጋጁ ለሰራችሁት ወንጀል ወደፊት ከኢትዮጵያናች ጋር ለመናር በሰላም አትችሉም. የተረገመ ዘር ጌታ ከዛች ምድር ላይ ያጥፋችሁ,Negative
ልጅ አይሉ አዋቂ በሰው ህይወት ተጫውተው አሁን ህገ መንግስት ተጣሰ ብለው ያለቃቅሳሉ እነሱ ሞተው ይለቀስላቸው አቦ!!﻿,Negative
ከሁሉም መጥፎና ደደብ ኦነግ ነው ለምን ? ኦሮሞ  ሁሉ  በሱ  ስም  አያሰቃዩት  ደግሞ ከነሱ  ጋር  ያብራሉ  ምን  ለመሆን  ነው ?,Negative
አረ አልቅሼ አልቅሼ አለወጣም አለኝ ወያኔ እግዚአብሔር የስራህን ይስጥህ በወገንኖቼ ላይ የስራህውን ሌላ ምን ይባላል ,Neutral
በጣም ያማል  ምን አይነት ጨካኝ ፍጥረቶች  ናቸው በአላህ በራሱ ዜጋ ላይ እንዲህ አይነት ግፍ ያደረሱ ሠጣኖች አላህ የሥራቸውን ሣይውል ሣያድር ያሣያቸው ደሞ አይቀርም,Neutral
የሰማሁት ሰቆቃ ከአቅሜ በላይ ሆነ ህገ መንግስት ይከበር ማላት ለሌባ ለገራፊ ወይስ ለኢትዩጵያዊነት የታገለ??? ግፈኛ ሰዎች ይሰቀሉ!!!﻿,Neutral
የኦሮሞ ነጻነት ግንባር (ኦነግ) ከመንግስት ጋር በተለያየ መንገድ እንዲሰራ ኮሚቴ ተዋቅሮ እቅድ ቢወጣም ተፈፃሚ መሆን እንዳልቻለ ኦዲፒ አስታወቀ።,Neutral
ኡፍ በጣም ያሳዝናል አጎቴንም አንድ እግሩን አሳጥተውታል እነዚህ ግፈኞችን ሰውን እንዳሰቃዩ አላህ ያጥፋቸው,Negative
ፈጣሪ ህወሀቶችን የቁም ስቃይ ያውርድባቸው,Negative
"እውነት ሰው ናቸው እነዚህ ሰዎች ወደ ህግ ይቅረቡ  እውነት እናተን የወለደች እናት የተረገመች ናት ውይ ትግሬ ከምድረ ገፅ የጥፋቹህ﻿,",Negative
ከአንለቃቸውም የሠው ልጅ ይህን አይነት ሠቆቃ ፈጽመው እንኮን ትግራይ ለምን ኤርትራ አይገቡም አንለቃቸውም﻿,Neutral
"እውነት  በጣም ያማል እነዚህ  አረመኔውች  ለፍረድ  መቅረብ አላባቸው የኢትዮጵያ ህዝብ   ወያኔን ከምድረ ገፅ ማጥፍት አለበት,",Negative
ምን እንደምል አላቅም ወያኔ ማለት የሰው ፍጡር ነው ግራው ገባኝ ይህንን ያህል ግፍና በደል በሰው ልጅ ይህንን ያህል ክፋት እህህህ እኔስ ውስጤ ተነካ,Neutral
ይቅርታ አርጉልኝ አንድ የህውሀት ሰውን አስሮ ጭለማ ቤት አስገብቶ መግረፍ ጥፍር መቁረጥ ሀይላድ ማንጠልጠል የዛ ጊዜ የሰሩት ግፍ ይገባቸዋል እነዚህ ሌቦች ውይ ውይ ህውሀት﻿,Negative
ትግሬ  አውሬ  ናችሁ  እናንተ  ግብረ ግብረሶዶማዊ አውሬዎች   የጃችሁን  ልታገኙ ግድ  ነው,Negative
እዉነት ለመስማት ይሰቀጥጣል አንዠቴ ብጥብጥ አለ ገና ብዙ የሞቱም አሉ አላህ የጀነት ያርጋቸው ገና ብዙ እናያለን﻿,Neutral
እናንተ ጅቦች እንዳመጣጣችሁ ወደ ጫካችሁ ግቡልን አረመኔዎች ደግሞ ህግ ታውቃላችሁ? ደነዞች ህግ የሚያውቅ ስው ነው ስልህግ የሚያወራው﻿,Negative
ኡፍፍፍፍፍፍፍ አሁን እነዚህን በአደባባይ ቢሰቀሉስ የኢትዮጵያ እንባ ይፍረዳችሁ ወያኔን በሙሉ  ያጥፋልን ያረብ﻿,Negative
እሥቲ እንአልቅሥ ወገኖቸ የልቅሥወ ጾለት እናድርግ በኢትዮጵያ ምድር ነው እውነት አቤቱ አቤቱ የሞቱት ወገኖቻችን ቤት ይቁጠረው,Neutral
ወያኔ ሰይጣን ጭራቅ አረመኔ አውሬው ዘንዶው በዘመነ አየሁተኝ ,Negative
ፈጣሪ የስራቸውን ይስጣቸው እነዚ የሴጣን ቁራጮች አሁን እነዚ ከሰው ተፈጠሩ﻿,Negative
እረ በፈጣሪ እናንተ አውሬዋች በስው አምሳል ዳቢሎስ የውለዳችው እርኩሶች አረመኔዋች,Negative
ዶክተር አብይ ከሁሉም ነገር እባክህ ለፍርድ ይቅረቡ አዲሱ ለገስ አባፀሃይ ግብረሰዶም እስረኞችን ያሰቃዩ ባለጌ ሽማግሌዎች ናቸው ። ፍትህ ፣ ፍትህ ፣ ፍትህ ለኢትዮጵያ ህዝብ ለተጎጂዎቹ !!!,Negative
ፈራጅ አምላክ እግዚአብሔር እራሱ ፍርዱን እስከልጅ ልጅ ድረስ ይክፈላቸዉ። በነርሱ ብሶ ደግሞ ደርግን ይኮንናሉ ከደርግ የከፉ ጭራቆች። ልብ የሚያቆስልና የሚያደማ እጅግ ዘግናኝ ታሪክ ነዉ,Negative
መልካም እረፍት ጋሼ,Neutral
መስፍን አበ ነፍስ ይማር,Neutral
የኢትዮጵያውን የተቃውመ ሰልፍ በሜልበርን ,Neutral
አለማየሁ እሸቴ ሆስፒታል ገባ ,Neutral
የምሁራን የህሊና ድህነት እና የኢትዮጵያ ረሀብ ከሀዲዎች የሞራል ልዕና ኪሳራ,Negative
አልሸባብ በሞት አፋፍ ላይ ያለ ድርጅት ነው,Neutral
ሜልበርን ውስጥ የኢትዮጵያን የልኡካን ቡድን በመቃወም የተካሄደ ሰልፍ,Neutral
የኢትዮጵያ ኤሌክትሪክ ኃይል በአሜሪካ ያልተመዘገበ የቦንድ ሽያጭ በማካሄዱ ሚሊዮን ዶላር እንዲቀጣ ተወሰነበት፡,Neutral
ኢትዬጵያን ለመቆጣጠር ፖለቲካ ዘረኝነት ሃይማኖት ሽፋን አድርጎ የሚንቀሳስ መንፈስ መጨረሻው አያምር።,Neutral
በዘረፋ የሚታወቁት ኦሕዴዶች ወይንስ ሕወሓቶች በኢትዮጵያ የተንሰራፋውን ሙስና ለማቆም መጀሪያ አናቱን መምታት ያስፈልጋ።,Negative
በሪፍት ቫሊ ዩኒቨርሥቲ ኮሌጅ ለቡ ካንፓስ ዲኑ መምህራንና ሠራተኞች በህዝብ ፊት ተደበቡ,Neutral
ዳባት በፌደራል ፖሊስና በትግራይ ልዩ ሃይል እደተከበች ነው,Neutral
የኢትዮጵያ እግርኳስ በደጋፊዎች ረብሻ መታሱን ቀጥሏል,Neutral
ሳልሰማ ከሰደበኝ የነገረኝ አሳመኝ”   ሁለት  ግዜነው ደም መላሽ,Neutral
መሀል ሰፋሪ ሁለቴ ይመታል። ሲቀርብ በሰይፍ ሲርቅ በመድፍ። ,Neutral
ልዩነቱ ሰላም ቅርብጥሴ የሚሉ ሰላምን የማያውቁ የሰላም ታጋዮች ከጫማው ስር ለመረገጥ ለመረገጥ የሚተጉ ከንቱዎች መሆናቸው ነው።,Negative
የኢፌዲሪ መከላያ ሰራዊት የአልሻባብን ጥቃት አከሸፈ,Neutral
ሲያልቅ አያምር፤ በሠፈሩትም መሠፈር አይቀርም,Neutral
ከፍትህና ከዲሞክራሲ እየተጣሉ ለፍትሕና ለዲሞክራሲ መቆም አይቻልም ግራ የገባው ግንቦት,Neutral
ሰለዚህ እጸልያለሁኢህአዴግን ከዚህ ሃገር እና ህዝብ ላይ እንዲነቅለው እጸልያለሁ።,Negative
ከ በላይ መብታችን ተደፈረ ያሉ የንፋስ ስልክ ላፍቶ ነዋሪዎች ቤተመንግስት ፊት ለፊት ድምጻቸውን ሲያሰሙ ዋሉ።,Neutral
የኤርትራ መንግሥት ባለፉት ዓመታት በሰው ዘር ላይ ሰፊ ወንጀል ፈጽሟል,Neutral
አል ሸባብ ፵ የኢትዮጵያ ወታደሮችን ገደለ,Neutral
ሎት ግፍን፣መድሎን፣አምባገነንት እና ኢሰባዊነትን ስትቃወም ጉዳዩን ከግለሰብ ብሎም ከብሄር ጋር እያዙ የሚያደናቁሩ ደንቆሮዎች በየሱስ ስም የታሰሩ ይሁኑ,Negative
በፌደሬሽኑ አሰራር ቅሬታ ያደረባቸው አትሌቶች የመፍትሄ አፈላጊ ኮሚቴ አባላትን መረጡ,Neutral
